V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
3618.648681640625,3338.4556,3202.4932,3061.2847,2941.7607,2952.6792,2962.6143,3186.3477,3178.0508,3310.8245,3530.0542,3625.6995,4002.3972,4225.152,4417.9277,4555.4155,4628.76,4624.405,4590.118,4540.2417,4427.546,4268.707,4001.9475,3730.6409,3537.7217,3336.4968,3186.9492,3082.0732,2964.9937,2974.0325,2915.8826,3014.4001,3209.933,3326.1987,3488.586,3804.459,3971.1677,4250.1465,4357.345,4480.524,4607.6836,4635.449,4533.9653,4438.66,4327.2334,4238.409,3959.6467,3750.305
497.07159423828125,427.5894,384.14346,341.05505,297.08453,277.89148,248.34105,252.51874,251.20811,260.2545,289.77133,300.8301,394.01477,458.49164,480.5946,543.44586,557.75397,570.75037,585.50073,605.8433,613.8807,597.9261,555.2321,514.86035,472.6607,423.2913,369.21408,335.72406,279.56174,269.38818,232.42517,247.92049,263.01282,260.77832,285.9129,347.13647,367.00146,460.54187,478.46307,524.96277,558.0748,564.9236,565.22974,578.64575,589.4893,585.05927,551.66534,499.2916
36623.140625,33720.98,32237.9,30487.266,29146.38,29304.93,29121.406,31316.174,30959.248,32180.137,34480.332,35896.867,39554.13,42075.246,44069.496,45299.94,46040.668,46194.03,45628.62,45207.098,44252.414,42960.76,40211.574,37611.574,35382.676,33340.91,31931.543,30548.902,29123.441,29330.45,28377.941,29218.064,31243.566,32370.285,33845.13,37592.367,39186.113,42172.15,43205.684,44517.805,45874.234,46217.79,45258.94,44104.023,43114.945,42397.793,39872.54,37681.945
35542.640625,32754.76,31382.025,29665.477,28446.912,28582.852,28449.658,30451.258,30108.797,31383.178,33651.09,34999.504,38542.2,40873.97,42677.176,43757.316,44401.33,44437.418,43933.305,43646.055,42812.363,41648.39,39016.367,36525.652,34363.56,32428.668,30972.516,29735.582,28360.39,28658.691,27697.418,28493.17,30507.021,31587.023,33027.39,36545.87,38185.14,40990.984,41887.195,43089.03,44235.605,44621.793,43624.4,42644.0,41794.367,41078.047,38665.37,36538.77
1109.5174560546875,1028.5614,988.3821,997.8278,970.84143,979.77606,995.2279,1102.3004,1127.4237,1158.4978,1215.6107,1243.5903,1341.1906,1423.8295,1492.0391,1543.2966,1592.2108,1608.7134,1594.9584,1553.9857,1458.4855,1371.4792,1251.6345,1149.4299,1093.4591,1044.113,1022.8978,998.8871,973.8292,988.6346,982.77625,1054.8334,1102.5232,1161.0071,1252.7976,1348.1069,1325.1865,1442.2952,1456.8828,1493.1824,1605.1074,1581.928,1582.5338,1469.3436,1432.103,1358.6036,1224.4834,1150.531
6036.7158203125,5652.034,5281.577,4761.2964,4213.623,3970.9558,3737.8765,3749.7864,3680.3132,3624.9653,3819.2095,3812.3901,4171.23,4406.056,4903.696,5201.608,5588.881,5798.9775,6036.1436,6260.8164,6379.499,6405.3726,6264.4907,6022.5176,5904.6196,5562.336,5205.8823,4688.9053,4283.415,3988.4,3599.0095,3604.1123,3710.0942,3734.6687,3622.505,4050.58,4144.2344,4445.879,4651.1436,5113.7495,5598.5225,5711.3477,5977.8013,6293.3203,6366.972,6497.41,6253.8237,6036.727
22082.37109375,21033.95,20035.295,18850.203,17605.621,17178.072,16710.145,16830.916,16587.803,16536.402,17195.809,17172.518,18226.047,18867.191,20056.947,20643.266,21486.477,22062.951,22563.148,23103.342,23280.145,23318.984,22709.559,21978.002,21561.834,20700.018,19906.512,18601.691,17718.46,17197.41,16127.92,16262.445,16682.625,16764.379,16579.26,17771.883,17975.242,18782.26,19339.648,20398.773,21488.668,21779.146,22404.648,23124.014,23267.014,23414.86,22718.135,22060.396
35628.90234375,33447.797,32022.508,30357.63,28982.004,28699.828,28255.973,29676.637,29633.07,29804.45,31066.94,31541.096,34087.16,35891.812,37972.902,39202.434,40490.77,41081.945,41235.062,41323.57,40777.223,40229.074,38354.58,36489.05,35054.0,33547.914,32164.63,30813.168,29263.275,28867.574,27802.943,28573.535,29604.916,30215.98,30655.018,33327.145,34274.047,36546.62,37531.395,38944.06,40841.633,41152.703,41325.223,41486.92,40781.73,40464.613,38454.11,36875.82
361.89544677734375,343.65363,331.0802,313.88306,309.34766,308.22696,313.5087,337.33545,334.49677,353.40878,368.44348,373.97717,400.89734,422.51895,442.12476,458.98108,468.61423,462.06793,451.87457,449.39392,430.62512,408.5928,391.20947,366.21332,354.5597,341.22388,333.19513,316.5387,301.2722,304.62643,302.42114,313.44788,328.1769,346.828,362.16684,391.0578,409.60638,427.18768,434.97147,457.02844,471.58594,469.66492,454.59326,444.5424,436.63794,418.01947,392.76373,381.66687
2693.152587890625,2498.1965,2429.237,2285.9858,2233.821,2236.5454,2255.506,2418.1477,2456.4702,2620.8247,2823.9294,2956.9146,3184.6514,3342.8804,3400.5195,3453.9644,3448.0151,3399.4656,3331.9026,3299.632,3225.848,3125.2576,2964.6313,2778.2004,2621.0159,2486.1792,2366.1956,2319.4773,2218.7441,2264.8342,2239.8027,2331.6768,2536.0916,2654.3696,2789.8008,2999.9912,3156.2231,3327.5159,3381.495,3379.4888,3412.9243,3429.5796,3314.204,3183.7651,3129.743,3078.9685,2925.053,2755.1545
1574.57177734375,1481.3398,1454.664,1378.3577,1289.6838,1265.8014,1221.6165,1269.537,1252.0333,1291.7518,1384.9318,1417.7769,1497.0691,1552.0377,1633.6226,1663.6295,1703.9841,1707.5726,1736.7827,1757.6416,1753.2937,1735.8892,1652.7734,1606.83,1543.3007,1482.7747,1445.764,1382.222,1313.0262,1284.9287,1202.559,1237.8723,1284.7051,1324.126,1342.5052,1451.5381,1503.8568,1573.3485,1619.9766,1637.8021,1705.1501,1715.0685,1747.1393,1770.2556,1720.3962,1733.3243,1659.244,1598.4558
360.75811767578125,336.203,300.25427,273.94247,234.79935,227.6843,211.21335,216.04117,207.84293,213.44424,236.88777,239.06671,266.37616,283.0428,302.8218,321.32684,341.07434,363.91855,379.00452,386.27087,390.34927,392.9049,369.07294,350.60153,328.94852,300.8059,283.3479,247.331,229.5005,216.25641,199.01286,197.59552,212.85262,217.83606,216.93298,249.89426,237.2779,269.32034,280.3503,305.8908,337.46597,345.81287,359.43665,367.44214,381.49265,380.9343,357.8363,339.122
270.9317321777344,228.0694,178.72194,148.62619,108.11141,104.55571,86.26435,78.50102,75.584724,74.562744,89.247955,82.08239,113.58144,147.675,167.96455,211.74371,229.20074,267.53116,291.09695,307.3736,304.01285,310.3971,279.5339,271.3049,215.18137,177.29659,153.2029,111.66274,83.60494,80.62368,53.113625,62.544983,63.936943,79.19784,60.241028,97.26944,85.151085,131.26755,136.3827,185.72672,241.06683,244.28719,267.52863,280.09793,303.94568,300.26535,253.25049,226.25583
22648.31640625,21020.607,20115.416,19054.467,18303.656,18250.555,18136.062,19048.404,19045.977,19537.541,20748.414,21316.566,23571.637,24682.54,25995.498,26687.002,27164.576,27211.602,27189.71,27147.676,26707.27,26199.41,24765.402,23437.113,22244.184,21090.373,19924.553,19353.336,18348.623,18368.572,17805.209,18247.18,19248.354,19863.54,20521.176,22461.363,23601.012,25278.762,25755.105,26422.842,27236.254,27562.531,27132.36,26891.344,26382.701,26117.479,24689.02,23565.168
564369.0625,524403.25,497813.2,471085.44,444914.25,444332.75,440276.34,465826.25,461418.5,474746.75,503213.5,516365.72,562612.4,593597.7,622945.4,642120.5,655314.94,664831.1,664194.2,664976.44,655762.6,641444.1,605544.94,572248.25,544812.9,515668.56,492892.4,467700.25,444713.5,443304.62,426089.97,437746.34,465358.22,477952.88,491768.56,539086.3,551757.4,590569.6,608236.1,628501.5,653836.9,660500.1,656404.8,649965.4,642917.06,635754.44,599857.2,572496.9
5392.75146484375,5169.465,5049.4863,4852.444,4680.4624,4657.379,4668.7324,4729.837,4660.364,4703.1543,4804.6025,4740.768,5110.6084,5154.673,5304.732,5468.0415,5534.249,5613.994,5718.259,5756.6943,5779.899,5849.8267,5687.209,5488.0806,5370.541,5214.089,5068.7725,4903.534,4703.589,4643.043,4549.0234,4664.9014,4699.124,4731.657,4769.826,4890.448,5054.139,5212.1377,5355.979,5428.8394,5584.0903,5599.529,5680.0205,5787.2305,5821.0684,5817.987,5696.7075,5530.123
1413.739501953125,1267.4349,1147.7599,1039.716,899.96185,838.74146,786.9696,783.59033,760.7394,758.21497,845.998,816.0032,945.49866,1036.7589,1150.8904,1199.6931,1294.5128,1397.1091,1488.5923,1584.558,1571.8333,1604.6487,1490.8439,1427.5432,1350.6738,1249.3591,1164.9495,1007.5565,916.02686,848.4993,701.0156,741.1208,772.6886,808.63403,783.77954,883.80707,898.15454,986.03925,1057.7985,1154.7291,1274.4015,1330.7349,1437.6719,1521.8556,1563.2483,1583.562,1510.9857,1393.5952
-136.237548828125,281.9552,502.4834,456.2207,939.87054,1199.3695,1611.3181,1842.7125,2359.4104,2894.836,3144.8257,3167.6963,2839.8047,2149.0034,1571.6183,1090.8745,791.9904,451.55353,172.65515,154.21204,139.71191,-43.13318,-151.0,-59.661133,-76.24414,96.40076,271.84296,477.6684,857.3788,1263.1786,1499.8291,2069.5112,2709.7517,3154.2031,3096.436,2981.9443,2675.8071,2142.682,1729.2107,1181.4354,663.3303,571.3659,298.3777,19.666626,47.072754,-160.44922,-119.69202,-95.09094
-109.373291015625,195.63257,356.9989,303.1834,678.94025,852.758,1180.1017,1386.3319,1775.3159,2190.4639,2362.9895,2376.6567,2137.021,1648.6521,1194.7719,863.8883,639.5611,380.3391,145.84247,144.65741,113.43634,-58.8219,-124.6532,-41.040955,-58.918213,60.285217,185.49115,322.1183,607.1314,922.03253,1101.4104,1548.7573,2020.5632,2364.9587,2330.7825,2228.2297,1972.6348,1614.8523,1312.7236,925.51917,548.35297,431.73578,211.61316,7.5949707,40.02771,-122.18689,-88.36359,-63.30548
14.1513671875,81.1261,282.27557,195.5943,569.2886,592.2903,916.8654,1213.473,1624.1732,2053.2388,2249.4434,2442.6018,2472.7515,2407.6143,2061.1936,1898.7738,1734.866,1345.3872,996.60535,787.094,578.0448,158.89874,160.39209,78.70288,98.81555,113.0907,133.02954,314.96307,485.42523,740.36993,992.2731,1306.8104,1690.5977,2150.7554,2379.4917,2416.6157,2504.3574,2395.4856,2215.6619,2031.1592,1719.4065,1449.7904,1009.0763,701.801,469.50525,230.09479,182.66443,150.1643
-58.6009521484375,224.51917,471.97864,413.42932,999.473,1175.404,1647.1262,1962.9457,2510.0637,3038.0376,3268.9124,3408.9849,3251.1465,2824.6255,2246.5437,1846.6002,1660.8987,1212.5034,844.2399,731.9374,603.5981,216.4209,123.71594,86.23767,54.599,184.35718,297.88184,494.1996,896.71216,1301.9988,1602.694,2167.2349,2740.3613,3193.647,3351.788,3295.8706,3222.084,2822.169,2439.147,2030.9822,1549.258,1331.8967,949.49786,653.22363,511.7663,207.29688,206.14368,130.24316
-22.9813232421875,172.17035,397.3189,472.8432,792.9772,988.09326,1245.1768,1362.8901,1671.7131,1843.5332,1919.0762,2110.622,1965.9973,1796.5906,1416.6726,1059.8132,996.6969,673.8075,507.0238,387.68506,198.91876,47.36267,53.125122,-7.585205,42.187073,210.27374,382.53296,629.57355,962.7112,1029.0717,1288.7277,1504.4252,1924.6516,2017.3892,2067.3108,2040.3181,2110.761,1791.1907,1507.3834,1230.4016,914.6832,856.5754,537.05347,348.44128,297.0473,37.458313,44.884277,58.234863
56.72247314453125,236.29883,543.25183,678.3103,956.4013,1026.5797,1204.9337,1348.0667,1552.8698,1645.3035,1831.1365,2006.0491,1989.6613,1847.102,1504.7931,1173.1599,1039.5486,763.14185,648.3702,433.89874,363.35333,114.434265,45.51001,-3.9385986,75.97418,123.36041,493.35873,613.897,1045.4357,1066.9491,1211.7109,1413.2477,1691.0052,1818.1577,1870.4829,1975.8562,2042.4232,1763.633,1600.8455,1220.0312,1002.6105,810.689,559.1257,347.88007,313.69153,52.000183,112.29578,120.27301
-23.776077270507812,47.10585,101.703354,156.06786,188.7513,182.35292,240.47299,324.9347,362.781,339.54254,309.6101,419.74097,348.77875,370.0999,276.391,195.90938,137.58803,84.00347,73.76719,3.032364,2.7083435,-15.015274,10.723694,-29.265198,-40.55107,25.12355,125.50248,181.7431,238.44807,206.83,229.43666,337.79428,386.37555,352.35754,366.0246,360.22424,351.55963,328.70557,290.25146,206.44376,155.34131,66.882126,20.60202,4.2277374,17.478973,-20.720016,-3.7938385,21.294052
5.090385437011719,18.953014,31.620499,44.970047,62.849434,66.542946,87.28482,97.40755,117.25754,106.42833,123.78815,131.32945,125.324036,115.128204,92.6468,77.02476,58.752716,48.1052,34.752037,23.516022,17.756737,3.0897903,3.7180214,0.0888176,13.680771,15.242977,32.806736,54.78176,71.14801,78.45816,83.88928,100.9005,121.623886,114.32262,114.43446,126.245056,124.07672,103.59488,90.534325,80.657715,58.466106,41.233376,24.18972,1.6161499,5.6867027,-8.715168,6.081974,7.1196594
54.26029968261719,152.69437,323.13562,390.45648,437.49222,451.19928,471.62653,495.5578,482.1139,447.32117,524.02234,521.9546,527.8749,464.77155,357.22906,229.60724,127.26714,102.32658,75.82965,-14.996338,20.66304,0.7199402,-22.112106,5.364258,35.398834,69.93616,285.23376,280.87253,483.07312,443.65933,437.7337,523.3027,489.77417,546.79504,485.48657,496.96588,488.36707,389.74792,378.37344,191.22983,175.09033,93.74918,9.297348,-24.148712,1.4301605,-58.037155,38.171295,56.0336
36.69734191894531,77.46927,171.6225,235.62845,305.7449,309.09943,340.17957,355.40973,365.4811,330.00195,376.70203,415.7633,432.7738,424.7641,355.1399,258.08585,187.13765,136.92892,115.487976,24.440826,39.37996,3.6796112,3.6077576,-0.1646576,9.621765,28.335663,166.14719,184.93755,315.5271,305.1472,323.99512,382.3458,377.92896,398.49646,362.9923,411.0375,429.73828,367.6637,365.72754,242.202,206.71893,140.75488,50.01126,9.876999,25.13063,-33.158844,41.41255,34.43387
-32.28387451171875,2.2700653,-21.047897,9.026138,25.575386,53.98661,127.697495,177.61786,301.9455,353.73346,325.32562,355.90765,272.10675,253.9808,181.38425,112.570816,145.99864,38.755165,-8.247696,6.777878,-18.998764,-87.983154,-56.09314,-39.086014,-28.02681,25.119553,-52.70909,49.959724,64.94793,92.19861,173.39001,197.05556,384.18604,377.37036,364.66934,378.48993,323.25354,244.06633,140.41168,156.63077,81.78339,108.73101,13.1401825,-6.5342712,11.603729,-77.94887,-99.547455,-49.076828
-46.52238464355469,22.136673,-7.812607,44.15036,89.4097,131.15677,217.17877,287.79022,424.58984,509.2412,506.15173,546.188,462.15982,413.3385,304.782,234.48718,237.20468,120.80816,47.68579,50.367096,7.34169,-78.87944,-63.5645,-40.31682,-17.740753,5.007477,-7.8451233,92.26843,121.70822,179.16536,242.8497,311.29993,510.90344,530.7494,525.50085,564.09064,485.84534,407.75732,300.42993,286.0928,198.69762,180.57375,73.464874,26.148972,20.713303,-73.97716,-97.65346,-47.089157
354.2611083984375,498.6206,1066.9454,1462.9421,1532.4185,1618.2092,1405.7646,1376.4001,1056.916,894.4076,1027.8479,1141.3606,1252.5747,1251.2769,1032.3948,600.1105,358.8497,160.76953,338.34973,-63.477722,31.10437,48.47827,-55.412964,62.60913,208.9502,224.9147,1051.5042,1050.6316,1749.5396,1370.5066,1433.5166,1444.7207,1240.6459,1106.9016,913.5338,1162.8237,1294.3177,1012.7388,1013.44226,429.9637,475.7009,256.01056,3.2294006,-66.87335,50.86252,-155.6438,153.8453,88.90399
29.707977294921875,60.24228,157.14601,183.90837,268.7483,286.47064,347.70786,381.06802,459.6703,501.12827,569.2151,626.8364,630.8598,610.32697,532.8147,443.874,428.73514,331.58496,293.59912,233.00493,171.0226,86.88751,65.43399,28.356812,42.042175,56.746643,146.88661,187.6591,305.46115,309.98145,368.79453,428.4955,510.51068,564.7576,586.1892,625.37915,669.3717,616.161,554.9603,469.2431,417.41162,368.00232,283.51907,212.81027,167.84055,81.99867,81.19809,68.93991
-24.29150390625,74.903015,220.84692,185.77655,408.65485,450.3913,619.9511,777.60046,1021.4042,1250.5549,1406.7213,1542.6257,1539.6887,1396.7334,1132.6565,947.7687,825.0375,596.1476,439.8629,303.564,256.44354,54.858337,50.67566,7.152771,19.200562,55.632935,105.451355,204.01581,353.1192,508.0229,626.04236,846.6629,1149.1216,1363.8208,1456.5637,1498.8464,1520.0579,1372.1226,1210.3427,1020.0608,789.87024,666.642,420.74997,255.03094,174.75143,45.810303,70.03113,45.936707
-25.0228271484375,227.82925,357.3896,375.25677,697.4144,878.68823,1138.9468,1270.6736,1504.7339,1682.3481,1746.5702,1659.7705,1448.1708,1120.8362,780.07544,567.6231,409.16376,305.34998,76.9552,91.28674,89.9126,-24.952698,-99.65625,10.683594,-6.258789,95.618774,296.82333,339.1795,662.3412,893.52167,1014.0584,1358.47,1569.5085,1761.1271,1693.4038,1529.4968,1308.4332,1049.3715,884.088,604.2874,380.71884,270.72806,147.68661,-16.920288,63.30072,-58.484802,-15.099243,47.73889
67.98751831054688,211.26097,415.44308,537.6205,692.4641,824.66705,861.2742,884.3917,864.49365,847.46643,902.49493,872.54456,817.57275,762.15234,540.3031,375.47714,268.54926,191.29156,136.82417,40.621277,43.66104,-35.32733,-52.548218,5.2335205,33.11563,95.534546,443.7187,413.8247,774.3959,763.2056,761.4387,913.00995,905.08246,942.766,848.2932,782.6706,779.93884,634.0682,577.5664,350.1058,297.25006,199.54726,64.41925,11.16568,56.95636,-72.02188,44.91461,88.772736
101.68646240234375,175.11096,403.6184,548.3027,637.9923,706.0297,685.75977,693.9579,627.8358,593.7297,673.85254,700.90027,716.92676,679.1668,542.8513,343.17538,254.35995,138.03432,166.51357,16.702667,33.099426,13.0043335,-29.221588,6.496704,62.442764,80.39963,400.10992,412.87402,706.3401,639.36316,659.92786,738.01556,695.3197,700.4807,610.65894,662.85803,716.14984,574.3299,552.54535,312.48212,286.04153,185.50052,56.686295,19.890106,48.835556,-40.92932,63.712753,48.28015
21.928955078125,14.419525,74.23651,70.14166,175.389,223.2472,365.7871,590.7252,713.66425,868.53687,873.5723,929.3446,952.3203,978.65955,887.3132,835.63385,796.0405,627.74725,442.70175,319.24893,237.00693,71.35916,85.56238,32.772736,37.890564,48.988495,78.282135,122.57727,192.63977,264.30252,401.36777,572.19086,690.33594,838.7221,935.2637,970.79865,961.4747,941.0276,945.1561,869.41,753.3859,612.0532,451.8132,238.4205,187.49313,91.621185,62.087402,70.76227
15.216796875,47.690674,159.29997,268.91705,382.19278,443.0557,565.87134,572.80676,587.7378,631.7906,632.32135,703.14795,711.40564,633.9498,570.67084,441.07474,375.75424,264.00806,159.20381,39.673218,74.10712,15.094818,27.893433,17.325897,44.053955,71.460785,159.30145,276.03687,403.8783,452.8198,540.40857,606.6667,621.3081,645.95557,658.87573,725.57776,721.0215,659.5316,599.5094,480.9506,378.5431,266.7565,162.90805,63.21933,58.203583,-4.8828735,28.005829,17.984253
192.56793212890625,146.68036,178.09177,166.53632,259.8149,291.34183,420.32187,685.9931,763.88684,945.8866,922.8082,1053.1598,1082.7825,1170.48,1081.2878,1040.331,985.8316,879.4604,674.6126,571.97156,484.42804,339.42722,316.9366,247.6195,175.66412,205.38293,211.60251,237.82434,243.3139,355.9562,453.3991,678.3395,772.30145,948.53076,1053.5923,1130.8823,1108.2782,1180.0427,1205.543,1081.7533,1011.7414,865.5098,754.5397,508.99112,476.8903,342.48282,312.55997,286.64404
-18.05859375,85.60242,500.78265,640.163,1118.6863,1260.1135,1653.0237,1919.9456,2261.6787,2522.1343,2474.1716,2783.0742,2591.4648,2448.219,2082.9878,1718.802,1463.898,1109.9985,830.3036,531.3464,368.26648,178.37512,264.30066,83.88391,67.85376,244.60022,530.99365,974.83466,1212.9363,1421.4498,1842.3003,2251.421,2351.8066,2679.334,2762.2317,2880.308,2805.1262,2553.133,2283.1155,1841.2257,1452.1259,1096.0682,860.4661,419.109,396.52356,79.64465,174.88916,53.503784
-35.072052001953125,-26.78238,118.11165,197.03207,310.12738,325.74332,387.6797,370.91547,411.71246,413.1852,329.36212,362.4102,328.97278,335.286,291.66714,228.89352,146.79578,115.01721,99.688065,34.977524,16.470306,8.361404,88.11835,34.379837,17.276535,74.80269,153.5192,311.5624,360.15887,388.6812,473.0979,529.86774,424.38348,474.47852,433.05383,457.02063,416.22467,397.5303,341.1402,224.50836,189.9538,107.16554,81.881454,43.83531,56.976227,-22.963501,29.545532,-22.660461
-204.2689208984375,-147.47803,367.5039,642.1947,953.861,917.1561,1086.7,1035.579,1213.2424,1227.5065,1050.2318,1306.65,1253.219,1249.3086,1088.238,792.2023,509.2459,273.9989,254.20941,6.977234,30.977478,-71.1488,218.31958,1.8015747,-40.674805,232.93365,432.4541,954.0786,1074.101,1121.9377,1349.0647,1521.8286,1251.0413,1442.9138,1404.5813,1633.7236,1590.6445,1522.2075,1217.4823,809.1635,607.7214,320.93942,140.07831,42.5365,38.09381,-211.54053,31.167358,-125.11774
-107.95028686523438,-53.93289,135.45837,173.84843,288.00714,346.86346,504.523,633.7064,683.9963,826.8286,860.25073,930.41315,921.7099,764.0233,664.86786,473.91003,419.89935,275.87512,166.75038,78.36392,79.44049,-33.341248,-10.130188,-61.92804,-26.20755,63.695374,121.87103,228.55457,330.03683,377.3816,505.8306,656.87634,691.23285,852.79724,910.0858,885.24524,871.95264,766.6173,718.34863,520.11035,345.09494,228.07864,179.51286,64.53775,68.4505,-12.312744,-21.852264,-37.899353
352.49713134765625,496.51245,716.9812,1005.1138,1220.4834,1270.2169,1418.6753,1205.2793,1067.272,862.104,650.1175,566.67896,452.03406,246.28229,271.42383,230.46564,117.71399,72.510895,52.37091,11.631165,68.26062,131.66354,191.27264,297.37158,390.13806,535.3824,762.41956,967.83655,1242.2234,1221.2205,1359.2749,1252.8694,1054.7008,862.34705,659.5951,537.3218,436.016,340.51813,249.3695,226.88605,119.98718,94.30057,98.10623,48.305298,192.69608,153.51843,176.85489,264.29266
18.004806518554688,46.574684,72.62495,86.21161,154.39668,199.11273,258.48712,283.85382,308.7209,337.69165,309.80838,289.32086,259.1808,210.98566,167.8012,136.36926,119.36423,92.483475,48.42582,44.3573,38.509903,14.31781,14.553726,17.625336,21.450058,47.641945,79.00543,105.23604,161.56393,205.05739,243.41425,286.48206,300.5149,319.78232,305.33606,285.02036,248.75932,195.84554,170.73305,153.16977,104.50029,70.81763,65.307465,28.204834,48.662987,20.240509,17.114792,21.826584
432.34197998046875,682.1132,849.1071,1053.5116,1318.2354,1536.9614,1725.195,1594.8539,1722.4944,1755.7823,1653.2136,1475.8591,1173.2932,745.4075,682.35724,387.8447,182.49225,8.176636,-73.616516,5.6274414,51.892822,77.83838,49.469482,333.52063,466.7874,661.086,894.5824,1196.0111,1352.8877,1603.3967,1618.6069,1666.5222,1804.6475,1841.1813,1576.0562,1404.6282,1145.0356,813.27026,605.6239,467.33533,127.33203,114.945435,113.54993,-7.3742676,78.45111,-25.22638,94.56421,258.78986
23.102752685546875,87.60962,166.7742,205.1232,368.94067,370.27957,454.9976,464.2329,617.3212,614.2416,572.7877,686.80115,664.7344,619.7042,500.17905,377.50592,288.80014,161.55995,110.75792,51.011597,34.71164,-36.122955,27.287506,15.976501,15.7247925,62.50699,103.80846,245.60312,328.50485,413.1985,481.36005,546.8843,586.425,684.44666,686.46094,742.6124,665.56177,671.3233,532.05176,450.18222,280.19006,198.16255,104.91969,50.261475,5.376953,-51.65323,41.411377,1.74469
185.0108642578125,118.76868,112.25394,138.04153,234.04242,254.57913,396.67365,595.52673,714.96704,774.5361,772.68005,878.9785,893.4016,1004.90845,934.25183,917.0298,904.07904,815.74567,704.8236,550.20404,489.41797,334.53226,272.42648,225.9447,140.63135,118.227875,128.43332,188.18225,217.16446,294.76642,395.6247,587.41943,672.9014,781.38367,853.7582,944.98505,883.3489,931.7632,937.06793,900.46094,884.6369,761.3238,667.08704,432.81958,374.34875,292.3672,257.18567,174.17169
1.13775634765625,-5.527405,24.680023,23.920837,104.68411,134.15665,206.49556,376.6916,514.41675,581.9008,639.3592,736.41675,767.78357,833.7827,800.12683,810.3179,777.8258,675.2958,480.2929,356.52377,242.97902,47.767303,45.39691,16.051697,-6.2241516,-25.884155,41.650513,69.10013,127.10245,150.14093,260.20966,379.13248,485.37787,590.6578,686.61035,800.9591,767.89734,815.2467,790.05225,781.9219,762.69324,647.8838,470.9842,286.1766,169.88246,90.091156,26.707764,24.071991
127.20068359375,6.753601,215.30066,386.98895,660.74506,695.9788,859.2725,924.31537,1077.9607,1119.113,1147.7122,1370.3601,1560.3458,1620.4812,1516.6519,1374.9436,1286.902,1026.9254,961.7811,616.3169,568.7837,322.61487,283.5014,159.14008,74.20087,43.645996,228.15845,442.38083,689.1328,696.2532,962.19073,1013.40015,1095.4678,1144.3015,1199.7727,1459.1052,1511.1238,1599.696,1537.0146,1345.9377,1149.3821,1012.8665,819.98694,500.29407,453.7534,269.0661,225.07855,129.1676
12.851058959960938,33.341057,119.71726,183.00876,233.66884,249.7617,273.2327,281.8167,280.6103,264.9386,258.12057,299.8157,312.91232,238.68051,188.49738,138.1253,104.2164,54.626404,57.993797,9.7365265,25.357475,1.133667,2.064209,-11.93486,15.996719,37.639236,104.78264,173.24289,244.03445,237.16907,264.89777,280.68753,295.84268,272.10992,245.99774,282.18018,274.92963,236.75394,195.27084,136.38348,65.03573,45.368904,40.69223,26.498024,18.253036,-3.4633942,0.026306152,10.972992
-1.1422576904296875,17.859451,47.379997,73.997154,121.17333,140.03542,177.98471,203.9724,234.77484,252.07864,251.9711,284.18915,260.5064,232.58627,179.2875,141.20718,124.264435,92.25026,60.03665,36.092155,38.05961,8.943207,13.903076,6.1490784,13.840469,25.870697,50.69837,114.14828,132.63983,154.12312,186.11415,225.63086,274.62698,271.7082,262.7541,283.77832,269.86798,230.05511,194.66058,152.182,120.80981,86.0482,64.5848,19.442627,20.489128,2.6257324,8.82663,9.6328125
202.5546875,194.92102,726.8377,995.02386,1539.6034,1572.0283,1976.9059,2242.7175,2665.9912,2683.9246,2691.875,3081.8809,3218.0525,3060.7283,2641.6484,2261.8438,1914.6323,1433.1644,1174.7142,584.64813,575.8442,62.21277,258.38623,98.00964,170.61694,269.20618,665.89636,1198.2799,1605.7794,1681.119,1990.8716,2332.6233,2679.442,2873.476,2826.9355,3135.8406,3116.662,2910.665,2687.7412,2213.711,1761.8558,1305.185,917.3098,458.88245,335.1206,13.109741,211.97473,206.17603
44.397369384765625,68.54617,139.96317,231.58667,365.91754,446.6324,568.7893,613.02856,656.6312,648.43677,604.9154,608.5176,629.272,505.93115,388.3897,316.97238,270.7458,154.21086,94.59412,40.849945,43.412125,-16.710754,19.41571,-6.84552,33.29773,59.528183,136.10362,253.6438,384.44708,418.71777,512.8446,579.59204,652.9387,623.654,552.18024,582.5553,532.14594,426.37952,388.82825,307.4875,147.15503,103.01738,76.431915,4.57251,46.25241,-29.19284,-4.8684387,27.240784
-10.578048706054688,17.75859,37.87404,41.773254,78.917496,103.35848,158.96786,273.18927,336.2591,389.62018,377.4108,391.94977,399.1283,410.63287,381.82062,405.4651,387.4826,346.1925,229.98378,147.17929,101.94569,14.363159,11.050049,6.3553467,26.10022,16.590866,39.59445,57.82434,101.79151,109.65815,179.29315,277.35263,283.83798,349.18774,412.7441,427.37335,394.39557,414.3233,417.60062,408.4347,400.95288,323.8777,242.45752,130.33932,80.98848,32.24156,1.3343964,39.975586
